id,osm_id,title,location,type,medium,status,year,creation_dedication_date,primary_artist,primary_artist_gender,street_address,city,state,zipcode,dimensions,program,funding,artist_assistants,architect,fabricator,neighborhood,csa,csa_2020,council_district,legislative_district,location_desc,indoor_outdoor_access,subject_person,related_property,property_ownership,agency_or_insitution,wikipedia_url,work_type,lon,lat
1975.042.XXX.GyKep,NA,Unknown,Commodore John Rogers ES,Stained glass,stained glass,NA,1975,NA,Gyogry Kepes,Male,100 N. Chester Street,Baltimore,MD,21231,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Washington Hill,Oldtown/Middle East,Oldtown/Middle East,District 13,District 46,Library/corridors,Indoor,NA,Commodore John Rogers ES,Mayor & City Council,Baltimore City Public Schools,NA,Other,-76.59018939999999,39.29354239999999
1973.003.XXX.WiLei,NA,Unknown,Rosemont Recreation Center,Mural,mural,NA,1973,NA,William Leizman,Male,1201 N. Rosedale Street,Baltimore,MD,21216,NA,NA,NA,NA,NA,NA,Rosemont,Greater Rosemont,Greater Rosemont,District 9,District 40,Interior,Indoor,NA,Rosemont Recreation Center,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mural,-76.6687939,39.3022569
1975.043.XXX.JeMei,NA,Unknown,Francis Scott Key E/MS,NA,clay,NA,1975,NA,Jeffrey N. Meizlik,Male,1425 E. Fort Avenue,Baltimore,MD,21230,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Locust Point,South Baltimore,South Baltimore,District 11,District 46,Entrance lobby wall,Indoor,NA,Francis Scott Key E/MS,Mayor & City Council,NA,NA,NA,-76.5943823620731,39.2692137031341
1976.009.PfA.GlGol,NA,Unknown,Morrell Park ES,Mural,mural,NA,1976,NA,Gladys Goldstein,Female,2400 Washington Boulevard,Baltimore,MD,21230,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Morrell Park,Morrell Park/Violetville,Morrell Park/Violetville,District 10,District 40,Interior,Indoor,NA,Morrell Park ES,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.65057636750727,39.26841045472528
1969.011.Pfa.EaHof,NA,Unknown,Cold Stream Park ES,Mosaic,ceramic tile,in place,1969,NA,Earl F. Hofmann,Male,1400 Exeter Hall Avenue,Baltimore,MD,21218,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Coldstream Homestead Montebello,The Waverlies,The Waverlies,District 14,District 43A,Over secondary entrances,Outdoor,NA,Cold Stream Park ES,Mayor & City Council,Baltimore City Public Schools,NA,Mosaic,-76.60273199999999,39.32200499999999
1969.006.PfA.HaHil,NA,Unknown,Woodholme ES,Sculpture,fiberglass,NA,1969,NA,Harry Hilson,Male,7300 Moyer Avenue,Baltimore,MD,21214,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,North Harford Road,Harford/Echodale,Hamilton Hills,District 3,District 45,Courtyard center,NA,NA,Woodholme ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.541138,39.36683
1974.002.XXX.JABen,NA,Unknown,Maryland Institute College of Art,Sculpture,"aluminum, corten steel",NA,1974,NA,J. Arthur Benson,Male,1300 W. Mount Royal Avenue,Baltimore,MD,21217,146 x 75 x 40 in.,NA,NA,NA,NA,NA,Mid-Town Belvedere,Midtown,Midtown,District 11,District 40,Dolphin Street and Mount Royal Avenue,Outdoor,NA,Maryland Institute College of Art,Private Property,NA,NA,Sculpture,-76.62011099999998,39.306537999999996
1971.005.PfA.JaLew,NA,Unknown,The SEED School (Formerly Southwestern Sr. HS),Sculpture,brass,NA,1971,NA,James E. Lewis,Male,200 Font Hill Avenue,Baltimore,MD,21223,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Carroll-South Hilton,Allendale/Irvington/S. Hilton,Allendale/Irvington/S. Hilton,District 9,District 40,Auditorium; Now The SEED School of Maryland,Indoor,NA,The SEED School,Mayor & City Council,NA,NA,Sculpture,-76.6666306,39.284526
1973.005.XXX.JoMit,NA,Unknown,Baltimore City Hospitals,Mural,mural,NA,1973,NA,John B. Mitchell,Male,4940 Eastern Avenue,Baltimore,MD,21224,NA,NA,NA,NA,NA,NA,Hopkins Bayview,Orangeville/East Highlandtown,Greektown/Bayview,District 1,District 46,Interior,Indoor,NA,NA,NA,NA,NA,Mural,-76.546857,39.290183999999996
1989.005.PfA.GrHen,NA,Unknown,Roland Park E/MS,NA,sculptured display cases,NA,1989,NA,Greg Henry,Male,5207 Roland Avenue,Baltimore,MD,21210,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Wyndhurst,Greater Roland Park/Poplar Hill,Greater Roland Park/Poplar Hill,District 6,District 41,Interior; front lobby,Indoor,NA,Roland Park E/MS,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.63415699999999,39.357356999999986
1972.003.Pfa.Phi,NA,Unknown,Luther Craven Mitchell Primary Center,NA,stained glass mobile,NA,1972,NA,Phillips Stained Glass Studio,NA,1731 E. Chase Street,Baltimore,MD,21213,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Middle East,Oldtown/Middle East,Oldtown/Middle East,District 12,District 45,Interior,Indoor,NA,Luther Craven Mitchell Primary Center,NA,NA,NA,NA,-76.59300199999998,39.30331249999999
1990.003.PfA.JaFlo,NA,Unknown,Garrison MS,NA,Formica frames,NA,1990,NA,James Flood,Male,3910 Barrington Road,Baltimore,MD,21207,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Dorchester,Dorchester/Ashburton,Dorchester/Ashburton,District 6,District 41,Interior,Indoor,NA,Garrison MS,Mayor & City Council,NA,NA,NA,-76.68436499999999,39.332257000000006
1988.004.PfA.JoMcC,NA,Unknown,Francis Scott Key E/MS,Sculpture,steel,NA,1988,NA,John D. McCarty,Male,1425 E. Fort Avenue,Baltimore,MD,21230,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Locust Point,South Baltimore,South Baltimore,District 11,District 46,Interior; entrance wall,Indoor,NA,Francis Scott Key E/MS,Mayor & City Council,NA,NA,Sculpture,-76.59453399999998,39.268204999999995
1978.029.XXX.MaVol,NA,Unknown,Baltimore City College,NA,brick wall hanging,NA,1978,NA,Mark Volkman,Male,3220 The Alameda,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Coldstream Homestead Montebello,The Waverlies,The Waverlies,District 14,District 43A,Interior,Indoor,NA,Baltimore City College,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.5992204,39.3257576
1970.010.PfA.JoRho,NA,Unknown,Lake Clifton HS,Sculpture,metal wall sculpture,NA,1970,NA,John W. Rhoden,Male,2801 St. Lo Drive,Baltimore,MD,21213,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Clifton Park,Belair-Edison,Belair-Edison,District 14,District 45,Interior,Indoor,NA,Lake Clifton HS,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.585972,39.318330999999986
1978.025.XXX.MaShe,NA,Unknown,Baltimore City College,NA,fiber,NA,1978,NA,Margo Shermeta,Female,3220 The Alameda,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Coldstream Homestead Montebello,The Waverlies,The Waverlies,District 14,District 43A,Interior,Indoor,NA,Baltimore City College,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.5992204,39.3257576
1971.014.PfA.FeZop,NA,Unknown,Guilford ES,Sculpture,polyester resin,NA,1971,NA,Fernanda Zopf,Female,4520 York Road,Baltimore,MD,21212,6 ft. x 5 ft. 2 in. x 7 ft. 6 in.,Percent for Public Art (BOPA),NA,NA,NA,NA,Guilford,North Baltimore/Guilford/Homeland,North Baltimore/Guilford/Homeland,District 4,District 43A,Courtyard,Outdoor,NA,Guilford ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.61039899999999,39.34391000000001
1969.018.PfA.OlRus,NA,Unknown,Callaway ES,Sculpture,ceramic tree,NA,1969,NA,Olin Lansing Russum Jr.,Male,3701 Fernhill Avenue,Baltimore,MD,21215,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Dolfield,Dorchester/Ashburton,Dorchester/Ashburton,District 6,District 41,Stairwell,Indoor,NA,Callaway ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.6805334,39.336359599999994
1969.012.PfA.EaHof,NA,Unknown,Cold Stream Park ES,Mosaic,ceramic tile,"in place, damaged/disrepair",1969,NA,Earl F. Hofmann,Male,1400 Exeter Hall Avenue,Baltimore,MD,21218,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Coldstream Homestead Montebello,The Waverlies,The Waverlies,District 14,District 43A,exterior; over main entrance,Outdoor,NA,Cold Stream Park ES,Mayor & City Council,Baltimore City Public Schools,NA,Mosaic,-76.60238499999998,39.321628999999994
1984.013.PfA.EdWil,NA,Unknown,Frederick Douglass HS,Sculpture,bronze,in place,1984,2/1/1984,Edward Wilson,Male,2301 Gwynns Falls Parkway,Baltimore,MD,21217,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Mondawmin,Greater Mondawmin,Greater Mondawmin,District 7,District 40,Lobby,Indoor,NA,Frederick Douglass HS,Mayor & City Council,NA,NA,Sculpture,-76.65537438210029,39.315681672387996
1973.002.XXX.ThHof,NA,Unknown,Transit and Traffic Building,Sculpture,welded metal wall sculpture,NA,1973,NA,Thomas Hoffmaster,Male,414 N. Calvert Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Mount Vernon,Midtown,Midtown,District 11,District 46,Interior,Indoor,NA,NA,NA,NA,NA,Sculpture,-76.61284799999999,39.29474199999999
1976.003.PfA.HeCoe,NA,Unknown,Lois T. Murray ES,Mural,mural,NA,1976,NA,Henry Coe,Male,1600 E. Arlington Avenue,Baltimore,MD,21239,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Stonewood-Pentwood-Winston,Northwood,Northwood,District 3,District 43A,Interior,Indoor,NA,Lois T. Murray ES,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.58879696384051,39.34658156292902
1970.009.XXX.RoRee,NA,Unknown,The SEED School (Formerly Southwestern Sr. HS),Sculpture,"acrylic, wood",removed,1970,NA,Robert Reed,Male,200 Font Hill Avenue,Baltimore,MD,21223,NA,NA,NA,NA,NA,NA,Carroll-South Hilton,Allendale/Irvington/S. Hilton,Allendale/Irvington/S. Hilton,District 9,District 40,Second floor hallway; Now The SEED School of Maryland,Indoor,NA,The SEED School,NA,NA,NA,Sculpture,-76.66617929999998,39.28416659999999
1989.010.PfA.DaSte,NA,Unknown,Arlington ES,Stained glass,stained glass,in place,1989,NA,David Stevens,Male,3705 W. Rogers Avenue,Baltimore,MD,21215,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Arlington,Pimlico/Arlington/Hilltop,Pimlico/Arlington/Hilltop,District 5,District 41,Interior; front facade,Indoor,NA,Arlington ES,Mayor & City Council,Baltimore City Public Schools,NA,Other,-76.684458,39.35032100000001
1976.014.PfA.BePer,NA,Unknown,Gardenville ES,Mural,mural,NA,1976,NA,Bernard S. Perlman,Male,5300 Belair Road,Baltimore,MD,21206,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Waltherson,Hamilton,Hamilton,District 2,District 45,Interior,Indoor,NA,Gardenville ES,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.5522311385598,39.33773304854649
1969.019.XXX.EdSaf,NA,Unknown,Farring-Baybrook Recreation Center,Mural,mural,NA,1969,NA,Edward Safell,Male,4501 Farring Court,Brooklyn,MD,21225,NA,NA,NA,NA,NA,NA,Brooklyn,Brooklyn/Curtis Bay/Hawkins Point,Brooklyn/Curtis Bay/Hawkins Point,District 10,District 46,Interior,Indoor,NA,Farring-Baybrook Recreation Center,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mural,-76.5996596,39.225119899999996
1970.007.PfA.JoPer,NA,Unknown,The SEED School (Formerly Southwestern Sr. HS),Sculpture,painted steel,NA,1970,NA,Joel Perlman,Male,200 Font Hill Avenue,Baltimore,MD,21223,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Carroll-South Hilton,Allendale/Irvington/S. Hilton,Allendale/Irvington/S. Hilton,District 9,District 40,Interior; plaza off cafeteria; Now The SEED School of Maryland,Indoor,NA,The SEED School,Mayor & City Council,NA,NA,Sculpture,-76.66617929999998,39.28416659999999
1988.006.PfA.CaLev,NA,Unknown,Frederick ES,NA,NA,NA,1988,NA,Carlton Leverette,Male,2501 Frederick Avenue,Baltimore,MD,21223,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Millhill,Southwest Baltimore,Southwest Baltimore,District 9,District 40,NA,Indoor,NA,Frederick ES,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.656825,39.28241799999999
1976.019.XXX.JaSmo,NA,Untitled playground,Inner Harbor Promenade,Sculpture,wood,removed – unconfirmed,1976,NA,Jacquin Smolens P.,NA,601 Light Street,Baltimore,MD,21202,86 x 21 x 21 in.,NA,NA,NA,NA,NA,Inner Harbor,Inner Harbor/Federal Hill,Inner Harbor/Federal Hill,District 11,District 46,Near Science Center,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.6121917244401,39.28230961413043
NA,NA,Woman With Sunglasses on Bench,Eisenhower Library,Sculpture,NA,in place,2009,NA,George Segal,NA,NA,Baltimore,MD,NA,NA,Johns Hopkins University Public Art Program,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Indoor,NA,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Sculpture,-76.61939983312024,39.32906677874328
1977.010.XXX.NaMac,NA,The Human Dance,Park West Multi-Service Center,Sculpture,weathering steel,NA,1977,NA,Nathaniel Mack,Male,3309-19 W. Belvedere Avenue,Baltimore,MD,21215,7 ft. 2 in. x 4 ft. 6 in. x 4 ft. 6 in.,NA,NA,NA,NA,NA,Central Park Heights,Pimlico/Arlington/Hilltop,Pimlico/Arlington/Hilltop,District 6,District 41,Sidewalk out front,Outdoor,NA,Park West Multi-Service Center,Private Property,NA,NA,Sculpture,-76.67703875263665,39.34797389139563
NA,NA,A Great Day for Learning,NA,Mural,painted mural,in place,2019,NA,Megan Lewis,Female,4301 W. Bay Avenue,Baltimore,MD,21225,NA,NA,NA,NA,NA,NA,Curtis Bay,Brooklyn/Curtis Bay/Hawkins Point,Brooklyn/Curtis Bay/Hawkins Point,District 10,District 46,Brooklyn - Curtis Bay - Baltimore City,Outdoor,NA,Curtis Bay Middle School,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.59311301678937,39.22604799370581
537,NA,Tachigata: Lantern and Garden Stones [possible duplicate w/ Yuai],Inner Harbor Promenade,Landscape,NA,in place,1984,NA,Unknown,NA,298 E. Pratt Street,Baltimore,MD,21202,NA,Gifts of Public Art (BOPA),NA,NA,NA,NA,Inner Harbor,Inner Harbor/Federal Hill,Inner Harbor/Federal Hill,District 11,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Other,-76.60932025265049,39.286114851465946
NA,NA,[Indigenous boy mural],NA,Mural,mural,in place,2015,NA,Gregg Deal,Male,3509 Eastern Avenue,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Canton,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.56772152438806,39.28649525577928
2006.007.BMP.MiKir,NA,The Fertility,Markets of Highlandtown,Mural,mural,in place,2006,NA,Michael Kirby,Male,3801 Eastern Avenue,Baltimore,MD,21224,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Brewers Hill,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.564761,39.28654599999999
NA,NA,[Articulate: Baltimore mural],NA,Mural,mural,in place,2012,NA,"Katey Truhn, Jessie Unterhalter","Female, Female",416 N. Howard Street,Baltimore,MD,NA,NA,Articulate: Baltimore,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.620004,39.294561
NA,NA,"The Duality Of
  Indigeneity",NA,Mural,painted mural,in place,2015,NA,Gregg Deal,Male,419 S. East Avenue,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Highlandtown,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.57132498318758,39.28699735843686
NA,NA,All Power to the People,NA,Mural,painted mural,in place,2020,11/11/2020,"MasPaz, GUACHE",Male,1917 Greenmount Avenue,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,East Baltimore Midway,Midway/Coldstream,Midway/Coldstream,District 12,District 43A,NA,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.60932681475757,39.31214517909595
SECDC,NA,Culture in the atmosphere [Corona Grocery Mural],Corona Grocery,Mural,painted mural,in place,2020,NA,Jeff Henriquez,Male,3520 E. Lombard Street,Baltimore,MD,NA,NA,NA,Healthy Neighborhoods,NA,NA,NA,Baltimore Highlands,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,Private Property,Southeast CDC,NA,Mural,-76.5676276,39.29153159999999
NA,node/9194867552,Oak Wisdom,Druid Hill Park,Sculpture,"found object, stained glass",in place,2010,NA,William Cochran,Male,Beechwood Drive and Gwynns Falls Parkway,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,Penn North/Reservoir Hill,District 7,District 40,NA,Outdoor,NA,Druid Hill Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.64716689999999,39.319132599999996
SECDC,NA,You Are Here: Highlandtown [Anamorphic Highlandtown],NA,Mural,mural,in place,2010,NA,Tom Chalkley,Male,3700 Eastern Avenue,Baltimore,MD,NA,NA,NA,NA,Greg Gannon,NA,NA,Brewers Hill,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.5663,39.28649399999999
421,NA,Statue of Liberty [copy],Mergenthaler Vocational and Technical HS,NA,NA,NA,NA,NA,Frederic A. Bartholdi,Male,3500 Hillen Road,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Ednor Gardens-Lakeside,Northwood,Northwood,District 14,District 43A,NA,NA,NA,Mergenthaler Vocational and Technical HS,Mayor & City Council,Baltimore City Public Schools,NA,NA,-76.59115061797418,39.33255000721963
2009.008.BMP.MiOwe,NA,The Celebration Between [Eastern Avenue Underpass Mural],Eastern Avenue Underpass,Mural,mural,in place,2009,NA,Michael Owen,Male,4100-4500 blocks Eastern Avenue,Baltimore,MD,21224,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Canton Industrial Area,Orangeville/East Highlandtown,Greektown/Bayview,District 1,District 46,NA,Outdoor,NA,NA,Mayor & City Council,Baltimore City Department of Transportation,NA,Mural,-76.55961399999998,39.28732599999999
SECDC,NA,You Belong/Tu Pertenecer [Felco Tower Mural],NA,Mural,painted mural,in place,2018,NA,Mauricio Ramirez,Male,4001 E. Baltimore Street,Baltimore,MD,NA,NA,NA,Baltimore Regional Neighborhood Initiative (BRNI),NA,NA,NA,Baltimore Highlands,Highlandtown,Highlandtown,District 2,District 46,NA,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.56358860000002,39.29245169999999
NA,NA,[DiPasquales Mural],NA,Mural,mural,in place,NA,NA,Richard Inglis,NA,3700 Gough Street,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Highlandtown,Highlandtown,Highlandtown,District 2,District 46,NA,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.56658771526014,39.28880683831466
SECDC,NA,[Mural for DiPasquales 100th Anniversary],NA,Mural,mural,in place,2014,NA,Bridget Cimino,Female,3700 Claremont Street,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Highlandtown,Highlandtown,Highlandtown,District 2,District 46,NA,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.56660521521958,39.28958767299062
530,NA,[Various sculptures],NA,Sculpture,NA,NA,NA,NA,Unknown,NA,1300 W. Mount Royal Avenue,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Bolton Hill,Midtown,Midtown,District 11,District 40,NA,Outdoor,NA,Maryland Institute College of Art,NA,NA,NA,Sculpture,-76.62382269999999,39.3075591
NA,NA,"Harvey J. Burns, Jr. Memorial","Tennis courts, Druid Hill Park",Monument,"stone, metal",in place,NA,NA,Unknown,NA,2700 Madison Avenue,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,Penn North/Reservoir Hill,District 7,District 40,Adjacent to sidewalk and stairs leading to tennis courts from East Dr.,Outdoor,NA,NA,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Monument,-76.63461899999999,39.31997599999998
SECDC,NA,[Mural at Abbott Church],Abbott Memorial Presbyterian Church,Mural,painted mural,in place – unconfirmed,NA,NA,NA,NA,3426 Bank Street,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Highlandtown,Highlandtown,Highlandtown,District 1,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.56883499999999,39.287969999999994
1999.010.BMP.GaMul,NA,[Arena Players],NA,Mural,mural,"in place, damaged/disrepair",1999,NA,Gary Mullen,Male,801 McCulloh Street,Baltimore,MD,21201,NA,NA,NA,NA,NA,NA,Seton Hill,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,West wall of Arena Players' building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.62280499999999,39.298928
1930.001.CHAP.JaLip,NA,Mother and Child,NA,Sculpture,bronze,removed,1930,NA,Jacques Lipchitz,Male,NA,Baltimore,MD,NA,NA,NA,NA,NA,NA,NA,Glen,Glen-Fallstaff,Glen-Fallstaff,District 5,District 41,Auctioned in 1993 Private?,NA,NA,NA,Private Property,NA,NA,Sculpture,-76.688652,39.3530463
NA,NA,Reaching New Heights [ground mural and planters],4800 block of Pimlico Road,Mural,painted mural,in place,2018,NA,S. Rasheem,NA,4800 block of Pimlico Road,Baltimore,MD,NA,NA,Art@Work,Art@Work Program (BOPA),NA,NA,NA,Central Park Heights,Pimlico/Arlington/Hilltop,Pimlico/Arlington/Hilltop,District 6,District 41,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.66911775279732,39.347135838817934
NA,NA,Bon Secours Centennial Mural,NA,Mural,painted mural,in place,2018,NA,Whitney Frazier,Female,2000 W. Baltimore Street,Baltimore,MD,NA,286’ x 10’,NA,NA,NA,NA,NA,Penrose/Fayette Street Outreach,Southwest Baltimore,Southwest Baltimore,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.64830760004577,39.28821098385969
NA,NA,"One Baltimore, Many Shades",NA,Mural,painted mural,in place,2019,NA,S. Rasheem,NA,5315 York Road,Baltimore,MD,21212,NA,Art@Work,Art@Work Program (BOPA),"Elizabeth Dorsey, Anya Dorsey, Perryion Harris, Donte McKoy, William Morton, Makayla Nichols, Briasia Pratt, Deonna Way, ""Jason Smith, Jr."", ""Jerome Staten, Jr.""",NA,NA,Woodbourne-McCabe,Greater Govans,Greater Govans,District 4,District 43A,Govans - York Road - Outdoor painted mural,Outdoor,NA,NA,NA,NA,NA,Mural,-76.60815146826522,39.35523309122097
