ID,Title of Artwork,Year,Street Address,Address Data,Latitude,Longitude,Location Name,Related Property,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Description,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Modified
,"[""Mr. Ed the Cat"" mural]",2018,301 Wyman Park Drive,,39.32548198338052,-76.62493093505881,,,Gaia,Mural,in place,Private Property,Greater Remington Improvement Association,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,PNC Transformative Art Grant (BOPA),,,,,,,,,,,,12/2/2022 12:53am
,[REMINGTON murals],2018,2701 Sisson Street,,39.319141162822504,-76.62442815276817,,,"Greg Gannon,Carol P. Jarvis",Mural,in place,,Greater Remington Improvement Association,,,,,,,,,,,Outdoor,mural,,,,Two part mural on fence and shipping container; location based on shipping container,,Male,,,,BOPA Community Arts Grant,,,,,,,,,,,,12/2/2022 12:53am
,[Three women in Remington mural],2018,2601 Hampden Avenue,,39.318375721118734,-76.62233786456633,,,Gaia,Mural,in place,Private Property,Greater Remington Improvement Association,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,One of three works in Transformative Art Prize project,,Male,,,,PNC Transformative Art Grant (BOPA),,,,,,,,,,,,12/2/2022 12:52am
,Black-Eyed Susan,2018,2921 E. Madison Street,,39.30000095458445,-76.5759375418742,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Bocek Building Bocek,2018,801 N. Linwood Avenue,,39.30024,-76.57648,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Bon Secours Centennial Mural,2018,2000 W. Baltimore Street,,39.2882109838597,-76.64830760004578,,,Whitney Frazier,Mural,in place,,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,286’ x 10’,,Female,,,,,,,,,,,,,,,,12/2/2022 1:17am
,Cat,2018,301 Wyman Park Drive,,39.3256306,-76.6250546,,,Dominic Terlizzi,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,,,Outdoor,steel,,,,,,Male,,,,,,,node/8949042312,,,,,,,,,12/2/2022 9:09am
,Collington Square School,2018,1409 N. Collington Avenue,,39.30736,-76.58643,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,"""Baltimore Neighborhoods, Inc. (BNI)"",Civic Works",,,,,,,,,,,,12/2/2022 1:17am
,Darley Park Mural,2018, 1617 Normal Avenue,,39.31582853200478,-76.59520534257712,,,Whitney Frazier,Mural,in place,,,,,Crystal Micriotti,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed early Nov. 2018 - https://ndc-md.org/journal/photo-story-darley-park-mural-installation,,Female,,,,"Baltimore Mural Program (BOPA),PNC Transformative Art Grant (BOPA)",,,,,,,,,,,,12/2/2022 2:23am
2018.01.PfA.GaMul,DPW Every Day,2018,,Missing,39.315563,-76.643945,,,Gary Mullen,Mural,in place,Mayor & City Council,,Baltimore Office of Promotion and the Arts,,"Lashae Church,Katelyn Collier,Kashaun Drumgoogle,Amanda Holland,Samira Jackson,Dominique Jeffers,Morgan Lee,Raquel McCain,Cynthia Pual Abalum,Davual Smith,Sierra Walston,Justin Watford,Katrell Wilkinson,Darien Williams",,,,Baltimore,MD,,Across the street from DPW Park Terminal,Outdoor,mural,,"jstin2.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/W3EtKn8hJQxNk96s7iZ_LA/pph0kNhZ0hxcx4hFrtOi5HyxcV80orw5L6vZ8B3nJZ3wn_GJZVYssNiKu0ZpqxsA26F935w7xWIrLypwB3WJULhPtNv7_8PExvUxA1josEA/yqgSRMfeSxAdxfeIQ45DjrffmwR90ANearSclQI61Ms),edited.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/JGWKK1-1lBOR3jZfJuVj8A/hQYIW5jp0fCSU5bwV2Wjae8wsADoHaCa-IDH1NT6WYyMqQ9V5QOQ2kSns0y07WQx-XjY6UFVWi_msRn-CBg3hkVDfwZ81fupD6mcyGS6IlU/oyiDE9ZQ5QfO3kiyGnXamHiJOCJn5UDh8tqoU__sbfs),hil.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/7LjaDmerrxPxSGhRIe6Ctg/eBTvmaxJgMQpTJgQp4y331wHH6EFeXyH_F2qFX7Oaa6dt1kAqq7_OuvnLPcP6annZdq-ILRy0L4pJGUZWHKBZw/3zLmpPmi0C0bSchZGfVc1CPePQldhCNoArgpnJMkWEM),IMG_20180731_105504405.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/4dpVnw5Q6ootrTgmDcb9ww/PnS9Hu4iOrXPuoUUqLeoRHfvfpOMbl33IwIFtylWSsG0vR5k6wnvUBMhOMj7Z5HLeLenCLX8MpD07ob7jHrVG_8EIufheLQfkjLoNtr2KtF7vTKipuU4WB5mG-150cJJ/92L2wYx-T-RY2x5LeaMla7eCm8mchyazqGnvLcXixV0),IMG_20180731_111637873_HDR.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/LHhwqFWAe79PehODDp8-DQ/z8vwthC5cNrcnRWrVCqUHzgKq_4_EGQmeRKD_B2SZC_9IctPpKDAwUN7f5SLkyumXPVp4JRDzjN2Ex8Pbq14QDeOoPeWfRb4VV0UpM_y9yeMVmB-FPAYC0BSZSvzFw2W/N0zbBAryEPa0S3pF5wRy84crYgzxWbUOUwXD2GMTPZQ),IMG_20180731_100559275_HDR.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/0dp8xWOHbZsY43bjusYvhg/8luhv0gKHUzXUmsBF7z3gP-MXvLxHSO3wmxXNVnfSOaRXN-7OXiMxn0XwlDlGLYbFseWS4Dh2--aqkQPoypvhAf-6N3Y5DGPOOElQStChEEz0dq1RZqCKS7qXjAjs2m_/74wp20ux-vykF3r4cnSFZRv04oBgqcSMpAYpTUvRf78),IMG_8732.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/8XGVn6guiaf-oZT_Zg2-rw/kMpNqd6Syub-T_Ue-EmM4ajbgR8ctpVebXcvTptK0_A3Yz-Gbwz1U6CFGn7mhZswv2ZBhP6YMiMb_j26isOAgkMjylX2rB2AoGjJoA6PtNs/zvEt1JB_IGl03lM7bmoucXhUHdWqi93cgLXl5b_dUCg)",,,,Male,,,,,,,node/7835542035,7,Reservoir Hill,,,,,,,12/2/2022 9:29am
,Eclipse,2018,3021 E. Monument Street,,39.29899,-76.57437,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Everyone is Welcome!,2018,2830 Oakley Avenue,,39.34856584547941,-76.6676414455,Callowhill Aquatic Center,Callowhill Aquatic Center,Iandry Randriamandroso,Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
SECDC,Felco Tower Mural,2018,4001 E. Baltimore Street,,39.2924517,-76.5635886,,,Mauricio Ramirez,Mural,in place,Private Property,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,9/22/2022 11:15pm
,Finding Home,2018,745 N. Kenwood Avenue,,39.29997,-76.57787,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Maxinew Lynch Tribute,2018,2922 E. Monument Street,,39.29925,-76.57586,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Ode to Park Heights,2018,5322 Cuthbert Avenue,,39.34799432176242,-76.68295353725593,,,LaToya D. Peoples,Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Female,,,,,,,,,,,,,,,,11/18/2022 9:45pm
,One Way Up,2018,800 N. Linwood Avenue,,39.30022,-76.57695,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Reaching New Heights,2018,4800 block of Pimlico Road,,,,,,S. Rasheem,Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,Rocky Brown Tribute,2018,2929 E. Madison Street,,39.29999,-76.57572,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Rose Street Community Garden,2018, 2509 E. Monument Street,,39.29851410362151,-76.58164774199962,,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Mural located on side of Save-A-Lot grocety store across Rose St. from the garden,,Male,,,,"Baltimore Office of Promotion and the Arts (BOPA),Parks & People Foundation",,,,,,,,,,,,12/2/2022 1:17am
,Seeds,2018,3000-3100 block of Woodland Avenue,,,,,,"""Ernest Shaw, Jr.""",Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,Tulip,2018,2922 E. Monument Street,,39.29925,-76.57586,,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,,,,,,,,,12/2/2022 1:17am
,Waverly W,2018,401 Merryman Lane,,39.328042357386906,-76.61090292428685,Waverly Farmer's Market,,Post Typography,Sculpture,in place,,,,,,,,,Baltimore,MD,,,Outdoor,painted steel,,,,Need to confirm year,,,,,,,,Approximate,node/4791979538,,,,,,,,,9/14/2022 10:11am
,[Madonna mural],2018,400 W. 23rd Street,,39.31533984307147,-76.62209749941131,,,Gaia,Mural,in place,Private Property,Greater Remington Improvement Association,,PNC Transformative Art Grant (BOPA),,,6/22/2018,,,,,,Outdoor,mural,,,,,,Male,,,,PNC Transformative Art Grant (BOPA),,,,,,,,,,,,12/2/2022 12:53am
,Stochastic Interactions,2018,670 W. Baltimore Street,,39.289239542879635,-76.62656651084137,"University of Maryland Baltimore, Health Sciences Research Facility III",,Eric Peltzer,"Sculpture,Kinetic sculpture",in place,State of Maryland,,,,,,10/16/2018,,Baltimore,MD,21201,,Outdoor,stainless steel,,,,,,,,,,Art@Work Program (BOPA),,,node/9234197714,,,,,,,,,9/22/2022 10:19pm
,"[""Aaron LaCrate: Just a Kid from Highlandtown"" Exhibition Mural]",2017,3137 Eastern Avenue,,39.2862184,-76.5717015,,,Aaron LaCrate,Mural,demolished,,,,Creative Alliance,,,,,Baltimore,MD,21224,,Outdoor,mural,demolished for new building (always intended as temporary work),,,,,Male,,,,,,,node/7835520567,,Canton,,,,,,,8/22/2022 1:16pm
,[Cloverdale Park Mural],2017,Druid Hill Avenue & Druid Lake Drive,,39.31497166,-76.6424651,Harrison Sykes Brown Playground,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,Dalvin Wade Byron,,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: For the past 60 years, Cloverdale Recreation Center has served as a staple of support in West Baltimore for ages 7-75. Ernest’s team wishes to create a mural that expresses the joy that the game of basketball can bring to a community.",,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,[Metal sculpture with silhouettes],2017,2601 Tolley Street,,39.26323912711355,-76.65133611488787,Morrell Park ES,Morrell Park ES,Nicole Fall,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,,,Outdoor,painted metal,,,,,,,,,,,,,,,,,,,,,,12/2/2022 12:04am
,[Untitled],2017,3800 Mannasota Avenue,,39.324686267543804,-76.56261211084667,Mannasota Bridge (between Shannon Drive and Parkside Drive),Herring Run Park,Paige Orpin,Mural,in place,Mayor & City Council,,,,,,,,Baltimore,MD,21213,,Outdoor,mural,,,,"Commissioned by Belair-Edison Neighborhoods, Inc. (BENI)",,Female,,,,NeighborWorks,,,,,,,,,,,,12/13/2021 4:58pm
,[Waverly Crab House Mural],2017,3400 Greenmount Ave,,39.33001,-76.60972,Waverly Crab House,,Mike Thomas,Mural,in place,,,,,"Jimmy Li,Najee Haynes-Follins",,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: This mural is designed to support an important and thriving business in Waverly, the mural features colorful, eye-catching images of crabs, fish and shrimp, all sold at the Waverly Crab House.",,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,Break Through,2017,2411 Linden Ave,,39.31438,-76.63573,German Park,German Park,Julie Horton,Mural,in place,,,,,Jache Haynie,,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: The Break Through mural is inspired by the sentiments of many Reservoir Hill neighbors. It depicts symbols of youth, potential, inspiration, hope, love, and growth. At certain points of the mural, the design shows a crack and breaks open - only to reveal more beauty beyond the layer. Like a tree that grows from a vacant building, the greenery that surrounds our mural is an ode to the ideas of good, life, and new growth. Nature, like love, always finds a way.",,Female,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,Carey Street Pocket Park,2017,N. Carey Street and Riggs Avenue,,,,,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,painted mural,,,,,,Male,,,,The Gutierrez Memorial Fund,,,,,,,,,,,,9/29/2022 4:21pm
,Dark Matter,2017,2524 Brookfield Ave,,39.31645,-76.63419,,,S. Rasheem,Mural,in place,,,,,"Emma Derr,Melku Tafari",,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: The mural depicts a combination of African American culture, sci-fi, fantasy, and mysticism that reimagines Black artists in the future. It celebrates artists as creators, keepers, and innovators of culture.",,,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,"Learn, Grow, Evolve",2017,3198 Old York Road,,39.32713,-76.60878,,,Megan Lewis,Mural,in place,,,,,Kenneth Clemons,,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: While gathering information from the community, residents talked about the past, present, and future of Waverly. Community members commented about witnessing change, but wanted to see more. The artists determined that in order to see change you must evolve. In order to evolve, you must learn and grow. A Black woman is depicted as the narrator that represents the comforter and healer. She is leading the way, as she carries the culture of her community and wears it proudly. Follow her lead and evolve.",,Female,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
SECDC,Milton Avenue Park,2017, 403 N. Milton Avenue,,39.29577103358003,-76.58188115716858,,,Nether,"Mural,Landscape",in place,Private Property,Southeast CDC,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,painted mural,2017 Spruce-Up grant project,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,9/22/2022 9:36pm
SECDC,Patterson Park Public Charter School Gym Murals,2017,27 N. Lakewood Avenue,,39.2928293,-76.5786542,Patterson Park Public Charter School,Patterson Park Public Charter School,,Mural,in place (check),,,,,,,,,Baltimore,MD,,,Indoor,mural,,,,,,,,,,"Baltimore Regional Neighborhood Initiative (BRNI),Southeast CDC",,,,,,,,,,,,12/2/2022 9:29am
,Talking Hands,2017,3001 Vineyard Lane,,39.32516,-76.61015,The Book Thing,,Iandry Randriamandroso,Mural,in place,,,,,Giulia Livi,,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: This mural represents the many sentiments expressed from local residents during community interviews. The artists also wanted to promote The Book Thing of Baltimore, an organization that allows people to receive free books to further their knowledge and education. In the design, they used letters from the American Sign Language alphabet to spell out the words “BOOK THING” and utilized the palms of the hands as a vehicle to share key themes from their community conversations with mural viewers.",,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,The Dreamer,2017,601 Homestead Street,,39.32687,-76.60826,Waverly ACE Hardware,,LaToya D. Peoples,Mural,in place,,,,,Jerome Chester,,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: The mural depicts a youth in deep contemplation about the Waverly neighborhood. His thoughts are represented by colorful shapes, where scenes of Waverly through time are superimposed. The mural shows some of the rich history of Old Victorian Waverly on the left, a transition through to the present, and a road leading to a bright future!",,Female,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
,Whitelock,2017,701 Whitelock Street,,39.31429,-76.63049,Tune Up City,,Gary Mullen,Mural,in place,,,,,Liz Angellatta,,,,Baltimore,MD,,,Outdoor,mural,,,,"From BOPA's website: The mural depicts the beautiful community of Reservoir Hill in the early days. The artist came up with the design using input from the community and the building owners. History, music, and the image of an old car were used to help communicate the different uses of the Tune Up City building.",,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,9/23/2022 12:26pm
SECDC,Chesapeake Sunset,2017,418 S. Conkling Street,,39.287007,-76.567397,,,Adam Stab,Mural,in place,,,,,,,4/1/2017,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,,,,,,,,,,,,,8/22/2022 9:57pm
,Wisdom Wall,2017,W. North Avenue,,39.30963,-76.65640,,,Iandry Randriamandroso,Mural,in place,Private Property,,,,Kenneth C. Clemons,,10/1/2017,,Baltimore,MD,,,Outdoor,mural,,"IMG_8235.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Cz0QKFS9zhbIJLnlUx7q5Q/Bc2wBQqmw0AKOMLBtumGRJGpRt4tCiZ01VYDnJycxGSo6Ll9gIuS3DHtEtWonNL09yUMTUb92XdED4eqzhS_5vrPebu720WNAiz7NZaTBM8/Kpa_gdhR9EfUjzDHlHK2ikRoAGaM9WPQ6kiZhHDhhP4),IMG_8236.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/_KbGx724Ul5-I7SQti_6yg/_7CdbPG5sf55-HqMV2SwgashRpm6FQmbpioiWnPG2Kc6aA68JWnWSPxt3OsG8iv-LeZh6H1V-p2dNAUNsb7yqIxf1LE0FxjwpGlL9-Qwbx0/4q0Dw60m5fzLdr_HP7pJKfDOpm_Gwfdn9xWrEUr1BcY),IMG_8238.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/KmjkJ9zEsa41owbtX_Fc3g/rfRGcbeVBHO5Fdteqq1oSmYPxoE7WpEfaPuOJBcp_oI8j0y0U-8o03mUiz96RsmhMeRXJPEHjTgGBx4oJ6tU4MWK0D5x7jAVselohoU9J_M/6Oy5DmCCgVhhjrSOFJJ3VTvccQL5XtRIg8cOJdwW890),IMG_8255.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/dgG0pywLyEzC-cjRBe0a8g/DzWvY0dttWL5dZp9he5tfonXD6_XCG1IQnBidcVNCHuRXJsHsVlKKLqaVK5X99ntvzIEWKBGkipYgBxpT-WeqUzUSNr3_Is4MBRBnQnU4qw/2tHhHJGHhyXEFYa5iqCejEciHTYfrC7a-kQYVytdnfw),IMG_8263.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Bh8navM0zQaesOaehL5QJA/mv_v2Bfua5puecL7GNTNKJXsBe1DhevR6lmpao8nR77QRd7rMAd3Dn5jnvJbZIICn8D-I7G5OWsgWelSJJL1-fvuy95tCkkk2pH6ktKMVuQ/ZrvXEOY4DOEZGIJOtmA6AJWdGFVoCjJVcNRVxr11LjU),IMG_8267.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/k7-99P8ZLBO7TS9JCXFQUw/SspoG1rv57l_GxKYtkjAbtO-0sqo3VEKoyO_P7xKYqgrrLmc8jqMzu3pU5mN7r_0r3M3l_c64ngfdFNURRCkOgN2HN80JnVzMH3xORx-apU/zRYaSyoYBqz5L5RfQCV2CgiwWRewGpEFEzZWE3qySac),IMG_8273.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/BiINihjARajWseFZY7KUmg/SmPmy08jRUVzczossyaSnkSpCwqXWCxvXQ37Mc1oGF9jPBfGQ2XCC01H_YSqDy9bHOtvQT_3JI1LU6-VgC2kqPFolUKsvzbjZGbvr9mgKfo/E3I6zKYngtEKuwU0uaZzMy81XcmuQ9yfZQfuP9Qg9CM),IMG_8276.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Ae6WUYRWJZD3LgZ4lnEAlw/bZDngjSKDCkwKOj2sihrJ0HVUwSeKswatfv9sCYEnPPTQBraHHeN2qmNJoNODUHwagd9C763qDHSrs1RZvJOLW6lVu7juVa8sTHAqHZm_ws/0IH-oH0y50XQx5h9J9pc0NnFPuXb61E6s18C9LfsVxA)","Elizabeth Ann Seton,Matthew A. Henson,William S. Baer,Robert W. Coleman,Fannie Jackson Coppin,Frederick Douglass",,,Male,,,,,,,way/546472768,,,,1004,,,,,12/22/2021 9:32am
,"""Bold Baltimore""",2016,S. Hanover Street near W. Cromwell Street,,39.263424919475526,-76.61479725518802,,,Section 1,Mural,in place,,,,,,,,,Baltimore,MD,,West side of embankment alongside S. Hanover Street facing City Garage ,Outdoor,mural,,,,,,,,,,,,,,,,,,,,,,12/1/2022 9:21pm
,"""Weather the Storm""",2016, 428 E. 25th Street,,39.318394436778334,-76.6101094156574,,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,Outdoor,painted mural,,,,,,Male,,,,Concerted Care Foundation,,,,,,,,,,,,9/22/2022 9:01pm
SECDC,[Horses],2016,3817 Eastern Avenue,,39.286016,-76.564534,,,Pablo Machioli,Mural,in place,Private Property,,,Southeast CDC,,,,,Baltimore,MD,,,Outdoor,mural,Created since 2014,,,,,Male,,,,DHCD Community Legacy,,,,,,,,,,,,12/2/2022 1:18am
,[Robert W. Coleman Society/The Quiet Place Garden Mural],2016,2000 N. Smallwood Street,,39.31120536994752,-76.65349888782072,,,Bridget Cimino,Mural,in place,,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Female,,,,,,,,,,,,,,,,12/1/2022 9:21pm
SECDC,[SECDC Transit Placemaking Mural],2016,3401 E. Lombard Street,,39.2912366,-76.5691736,,,Pablo Machioli,Mural,in place,Private Property,Southeast CDC,,,,,,,Baltimore,MD,21224,,Outdoor,mural,,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,9/22/2022 9:40pm
SECDC,[SECDC Transit Placemaking Mural],2016, 2053 E. Monument Street,,39.2985162,-76.587996,,,,Mural,in place,,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,9/22/2022 9:42pm
SECDC,[Tench Tilghman E/MS Mural],2016,600 N. Patterson Park Avenue,,39.2980741,-76.5853071,Tench Tilghman E/MS,Tench Tilghman ES,Iandry Randriamandroso,Mural,in place (check),Mayor & City Council,Baltimore City Public Schools,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,12/2/2022 9:14am
SECDC,Alfie la Quinta Estrella,2016,3325 E. Baltimore Street,,39.2923855,-76.5695974,,,Pablo Machioli,Mural,in place,,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,9/22/2022 10:31pm
SECDC,Becoming: Harriet Tubman & Terri-Michele,2016,,,39.29704,-76.58193,,,Kristen Brown,Mural,in place (check),,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,4/24/2021 12:47am
SECDC,Becoming: Jackie Robinson & Messiah,2016,,,39.297869,-76.582662,Center for Grace-Full Living,,Kristen Brown,Mural,in place (check),,,,,,,,,Baltimore,MD,,,Outdoor,mural,,,,,,,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,,,,,,,,,4/24/2021 12:47am
